Path,Size
server/src/interfaces/library.interface.ts,756
server/src/interfaces/logger.interface.ts,501
server/src/interfaces/machine-learning.interface.ts,1896
server/src/interfaces/map.interface.ts,778
server/src/interfaces/media.interface.ts,1989
server/src/interfaces/memory.interface.ts,616
server/src/interfaces/metadata.interface.ts,1212
server/src/interfaces/metric.interface.ts,656
server/src/interfaces/move.interface.ts,510
server/src/interfaces/notification.interface.ts,1971
server/src/interfaces/partner.interface.ts,608
server/src/interfaces/person.interface.ts,2490
server/src/interfaces/search.interface.ts,4411
server/src/interfaces/server-info.interface.ts,315
server/src/interfaces/session.interface.ts,545
server/src/interfaces/shared-link.interface.ts,553
server/src/interfaces/storage.interface.ts,1966
server/src/interfaces/system-metadata.interface.ts,406
server/src/interfaces/tag.interface.ts,830
server/src/interfaces/user.interface.ts,1430
server/src/middleware/asset-upload.interceptor.ts,1172
server/src/middleware/auth.guard.ts,3432
server/src/middleware/error.interceptor.ts,1063
server/src/middleware/file-upload.interceptor.ts,5983
server/src/middleware/http-exception.filter.ts,1213
server/src/middleware/logging.interceptor.ts,1539
server/src/middleware/websocket.adapter.ts,720
server/src/migrations/1645130759468-CreateUserTable.ts,866
server/src/migrations/1645130777674-CreateDeviceInfoTable.ts,1043
server/src/migrations/1645130805273-CreateAssetsTable.ts,1403
server/src/migrations/1645130817965-CreateExifTable.ts,1633
server/src/migrations/1645130870184-CreateSmartInfoTable.ts,976
server/src/migrations/1646249209023-AddExifTextSearchColumn.ts,859
server/src/migrations/1646249734844-CreateExifTextSearchIndex.ts,533
server/src/migrations/1646709533213-AddRegionCityToExIf.ts,724
server/src/migrations/1646710459852-AddLocationToExifTextSearch.ts,1293
server/src/migrations/1648317474768-AddObjectColumnToSmartInfo.ts,493
server/src/migrations/1649643216111-CreateSharedAlbumAndRelatedTables.ts,2569
server/src/migrations/1652633525943-UpdateUserTableWithAdminAndName.ts,1032
server/src/migrations/1653214255670-UpdateAssetTableWithWebpPath.ts,523
server/src/migrations/1654299904583-UpdateAssetTableWithEncodeVideoPath.ts,546
server/src/migrations/1655401127251-RenameSharedAlbums.ts,570
server/src/migrations/1656338626260-RenameIsFirstLoggedInColumn.ts,540
server/src/migrations/1656888591977-RenameAssetAlbumIdSequence.ts,769
server/src/migrations/1656888918620-DropExifTextSearchableColumn.ts,1205
server/src/migrations/1656889061566-MatchMigrationsWithTypeORMEntities.ts,3710
server/src/migrations/1658860470248-AddExifImageNameAsSearchableText.ts,1133
server/src/migrations/1661011331242-AddCaption.ts,610
server/src/migrations/1661528919411-ChangeExifFileSizeInByteToBigInt.ts,623
server/src/migrations/1661881837496-AddAssetChecksum.ts,693
server/src/migrations/1661971370662-UpdateAssetTableWithNewUniqueConstraint.ts,831
server/src/migrations/1662427365521-FixTimestampDataTypeInAssetTable.ts,1070
server/src/migrations/1665540663419-CreateSystemConfigTable.ts,587
server/src/migrations/1667762360744-AddingDeletedAtColumnInUserEntity.ts,501
server/src/migrations/1668383120461-AddLivePhotosRelatedColumnToAssetTable.ts,724
server/src/migrations/1668835311083-UpdateUserTableForOIDC.ts,703
server/src/migrations/1670104716264-OAuthId.ts,491
server/src/migrations/1670257571385-CreateTagsTable.ts,2335
server/src/migrations/1670607437008-TruncateOldConfigItems.ts,327
server/src/migrations/1670633210032-AddUserEmailUniqueConstraint.ts,573
server/src/migrations/1672109862870-DropSaltColumn.ts,499
server/src/migrations/1672502270115-AddAPIKeys.ts,1034
server/src/migrations/1673150490490-AddSharedLinkTable.ts,2738
server/src/migrations/1673907194740-AddMorePermissionToSharedLink.ts,721
server/src/migrations/1674263302005-RemoveVideoCodecConfigOption.ts,464
server/src/migrations/1674342044239-CreateUserTokenEntity.ts,1047
server/src/migrations/1674757936889-AlterExifExposureTimeToString.ts,696
server/src/migrations/1674774248319-TruncateAPIKeys.ts,373
server/src/migrations/1674939383309-AddSharedLinkUserForeignKeyConstraint.ts,985
server/src/migrations/1675667878312-AddUpdatedAtColumnToAlbumsUsersAssets.ts,935
server/src/migrations/1675701909594-AddAlbumUserForeignKeyConstraint.ts,1057
server/src/migrations/1675808874445-APIKeyUUIDPrimaryKey.ts,1144
server/src/migrations/1675812532822-FixAlbumEntityTypeORM.ts,8254
server/src/migrations/1676437878377-AppleContentIdentifier.ts,658
server/src/migrations/1676680127415-FixAssetRelations.ts,1970
server/src/migrations/1676721296440-AssetCreatedAtField.ts,531
server/src/migrations/1676848629119-ExifEntityDefinitionFixes.ts,1934
server/src/migrations/1676848694786-SharedLinkEntityDefinitionFixes.ts,560
server/src/migrations/1676852143506-SmartInfoEntityDefinitionFixes.ts,1817
server/src/migrations/1677497925328-AddExifTimeZone.ts,487
server/src/migrations/1677535643119-AddIndexForAlbumInSharedLinkTable.ts,543
server/src/migrations/1677613712565-AlbumThumbnailRelation.ts,2134
server/src/migrations/1677971458822-AddCLIPEncodeDataColumn.ts,510
server/src/migrations/1679751316282-UpdateTranscodeOption.ts,828
server/src/migrations/1679901204458-ClipEmbeddingFloat4.ts,637
server/src/migrations/1680632845740-AddIsArchivedColumn.ts,516
server/src/migrations/1680694465853-RemoveRedundantConstraints.ts,807
server/src/migrations/1681144628393-AddOriginalFileNameToAssetTable.ts,967
server/src/migrations/1681159594469-RemoveImageNameFromEXIFTable.ts,1812
server/src/migrations/1682371561743-FixNullableRelations.ts,1130
server/src/migrations/1682371791038-AddDeviceInfoToUserToken.ts,739
server/src/migrations/1682710252424-DropDeviceInfoTable.ts,1041
server/src/migrations/1683808254676-AddPartnersTable.ts,1322
server/src/migrations/1684255168091-AddFacialTables.ts,1987
server/src/migrations/1684273840676-AddSidecarFile.ts,495
server/src/migrations/1684328185099-RequireChecksumNotNull.ts,935
server/src/migrations/1684410565398-AddStorageLabel.ts,730
server/src/migrations/1684867360825-AddUserTokenAndAPIKeyCascades.ts,1561
server/src/migrations/1685044328272-AddSharedLinkCascade.ts,953
server/src/migrations/1685370430343-UserDatesTimestamptz.ts,745
server/src/migrations/1685731372040-RemoveInvalidCoordinates.ts,600
server/src/migrations/1686584273471-ImportAsset.ts,911
server/src/migrations/1686762895180-AddThumbhashColumn.ts,474
server/src/migrations/1688241394489-AddDetectFaceResultInfo.ts,1475
server/src/migrations/1688392120838-AddLibraryTable.ts,3675
server/src/migrations/1689001889950-DropMimeTypeColumn.ts,497
server/src/migrations/1689281196844-AddHiddenFaces.ts,484
server/src/migrations/1690469489288-Panoramas.ts,469
server/src/migrations/1691209138541-AddAlbumDescription.ts,494
server/src/migrations/1691600216749-UserMemoryPreference.ts,507
server/src/migrations/1692057328660-fixGPSNullIsland.ts,427
server/src/migrations/1692112147855-AddPersonBirthDate.ts,436
server/src/migrations/1692804658140-AddAuditTable.ts,896
server/src/migrations/1693236627291-RenameMLEnableFlags.ts,1060
server/src/migrations/1693833336881-AddPersonFaceAssetId.ts,726
server/src/migrations/1694204416744-AddAssetDeletedAtColumn.ts,516
server/src/migrations/1694525143117-AddLocalDateTime.ts,1069
server/src/migrations/1694638413248-AddDeletedAtToAlbums.ts,492
server/src/migrations/1694750975773-AddExifColorSpace.ts,847
server/src/migrations/1694758412194-UpdateOpusCodecToLibopus.ts,724
server/src/migrations/1695354433573-AddStackParentIdToAssets.ts,810
server/src/migrations/1695660378655-RemoveInvalidCoordinates.ts,600
server/src/migrations/1696888644031-AddOriginalPathIndex.ts,518
server/src/migrations/1696968880063-AddMoveTable.ts,818
server/src/migrations/1697272818851-UnassignFace.ts,1768
server/src/migrations/1698290827089-AddPasswordToSharedLinks.ts,521
server/src/migrations/1698693294632-AddActivity.ts,2056
server/src/migrations/1699268680508-DisableActivity.ts,521
server/src/migrations/1699322864544-UserNameConsolidation.ts,1181
server/src/migrations/1699345863886-AddJobStatus.ts,907
server/src/migrations/1699562570201-AdddInTimelineToPartnersTable.ts,540
server/src/migrations/1699727044012-EditFaceAssetForeignKey.ts,1338
server/src/migrations/1699889987493-AddAvatarColor.ts,493
server/src/migrations/1700345818045-SystemMetadata.ts,588
server/src/migrations/1700362016675-Geodata.ts,2153
server/src/migrations/1700713871511-UsePgVectors.ts,2445
server/src/migrations/1700713994428-AddCLIPEmbeddingIndex.ts,916
server/src/migrations/1700714033632-AddFaceEmbeddingIndex.ts,915
server/src/migrations/1700714072055-AddSmartInfoTagsIndex.ts,484
server/src/migrations/1700714140297-CreateSmartInfoTextSearchIndex.ts,1339
server/src/migrations/1700752078178-AddAssetFaceIndicies.ts,746
server/src/migrations/1701665867595-AddExifCityIndex.ts,472
server/src/migrations/1702084989965-AddWebSocketAttachmentTable.ts,520
server/src/migrations/1702257380990-DropNullIslandLatLong.ts,499
server/src/migrations/1702938928766-NullifyFutureBirthDatesAndAddCheckConstraint.ts,796
server/src/migrations/1702942303661-FixRemovedAssetsSharedLink.ts,1013
server/src/migrations/1703035138085-AddAutoStackId.ts,663
server/src/migrations/1703288449127-DefaultStorageTemplateOnForExistingInstallations.ts,679
server/src/migrations/1704382918223-AddQuotaColumnsToUser.ts,702
server/src/migrations/1704571051932-DefaultOnboardingForExistingInstallations.ts,704
server/src/migrations/1704943345360-SetAssetFaceNullOnPersonDelete.ts,925
server/src/migrations/1705094221536-AddMetadataExtractedAt.ts,721
server/src/migrations/1705306747072-AddOriginalFileNameIndex.ts,526
server/src/migrations/1705363967169-CreateAssetStackTable.ts,3310
server/src/migrations/1707000751533-AddVectorsToSearchPath.ts,679
server/src/migrations/1708059341865-GeodataLocationSearch.ts,3743
server/src/migrations/1708116312820-GeonamesEnhancement.ts,712
server/src/migrations/1708227417898-AddFileCreatedAtIndex.ts,460
server/src/migrations/1708425975121-RemoveExternalPath.ts,485
server/src/migrations/1709150004123-RemoveLibraryWatchPollingOption.ts,469
server/src/migrations/1709608140355-AddAssetOriginalPathTrigramIndex.ts,517
server/src/migrations/1709763765506-AddExtensionToOriginalFileName.ts,679
server/src/migrations/1709825430031-CascadeSharedLinksDelete.ts,957
server/src/migrations/1709870213078-AddUserStatus.ts,507
server/src/migrations/1710182081326-AscendingOrderAlbum.ts,517
server/src/migrations/1710293990203-AddAssetRelationIndices.ts,959
server/src/migrations/1711257900274-RenameWebpJpegPaths.ts,1685
server/src/migrations/1711637874206-AddMemoryTable.ts,2592
server/src/migrations/1711989989911-AddAssetDuplicateColumns.ts,738
server/src/migrations/1713337511945-AddAlbumUserRole.ts,549
server/src/migrations/1713490844785-RenameSessionsTable.ts,759
server/src/migrations/1714698592332-RemoveIsReadOnly.ts,510
server/src/migrations/1715435221124-MotionAssetExtensionMP4.ts,457
server/src/migrations/1715623169039-RemoveTextSearchColumn.ts,979
server/src/migrations/1715787369686-RemoveSystemConfigTable.ts,1099
server/src/migrations/1715798702876-RemoveLibraryIsVisible.ts,525
server/src/migrations/1715804005643-RemoveLibraryType.ts,1646
server/src/migrations/1715890481637-FixJsonB.ts,1050
server/src/migrations/1716312279245-UserMetadata.ts,2452
server/src/queries/access.repository.sql,7094
server/src/queries/activity.repository.sql,3598
server/src/queries/album.repository.sql,39337
server/src/queries/api.key.repository.sql,3455
server/src/queries/asset.repository.sql,52371
server/src/queries/library.repository.sql,8715
server/src/queries/memory.repository.sql,530
server/src/queries/metadata.repository.sql,1828
server/src/queries/move.repository.sql,470
server/src/queries/person.repository.sql,25904
server/src/queries/search.repository.sql,14894
server/src/queries/session.repository.sql,3429
server/src/queries/shared.link.repository.sql,31119
server/src/queries/user.repository.sql,5258
server/src/repositories/access.repository.ts,15922
server/src/repositories/activity.repository.ts,2189
server/src/repositories/album-user.repository.ts,1187
server/src/repositories/album.repository.ts,12033
server/src/repositories/api-key.repository.ts,1776
server/src/repositories/asset-stack.repository.ts,1310
server/src/repositories/asset.repository.ts,24692
server/src/repositories/audit.repository.ts,1222
server/src/repositories/crypto.repository.ts,1440
server/src/repositories/database.repository.ts,8165
server/src/repositories/event.repository.ts,2891
server/src/repositories/index.ts,6686
server/src/repositories/job.repository.ts,8650
server/src/repositories/library.repository.ts,3684
server/src/repositories/logger.repository.ts,1527
server/src/repositories/machine-learning.repository.ts,2837
server/src/repositories/map.repository.ts,8232
server/src/repositories/media.repository.ts,5942
server/src/repositories/memory.repository.ts,3030
server/src/repositories/metadata.repository.ts,5671
server/src/repositories/metric.repository.ts,1766
server/src/repositories/move.repository.ts,1104
server/src/repositories/notification.repository.ts,2955
server/src/repositories/partner.repository.ts,1504
server/src/repositories/person.repository.ts,9109
server/src/repositories/search.repository.ts,13369
server/src/repositories/server-info.repository.ts,745
server/src/repositories/session.repository.ts,1744
server/src/repositories/shared-link.repository.ts,2364
server/src/repositories/storage.repository.spec.ts,4936
server/src/repositories/storage.repository.ts,5635
server/src/repositories/system-metadata.repository.ts,1206
server/src/repositories/tag.repository.ts,3169
server/src/repositories/user.repository.ts,5600
server/src/services/activity.service.spec.ts,6317
server/src/services/activity.service.ts,2747
server/src/services/album.service.spec.ts,33980
server/src/services/album.service.ts,10702
server/src/services/api-key.service.spec.ts,4080
server/src/services/api-key.service.ts,2223
server/src/services/api.service.ts,4130
server/src/services/asset-media.service.spec.ts,21800
server/src/services/asset-media.service.ts,15596
server/src/services/asset.service.spec.ts,22335
server/src/services/asset.service.ts,14557
server/src/services/audit.service.spec.ts,3893
server/src/services/audit.service.ts,9091
server/src/services/auth.service.spec.ts,23000
server/src/services/auth.service.ts,14257
server/src/services/cli.service.spec.ts,2669
server/src/services/cli.service.ts,2708
server/src/services/database.service.spec.ts,12906
server/src/services/database.service.ts,6903
server/src/services/download.service.spec.ts,7866
server/src/services/download.service.ts,4478
server/src/services/duplicate.service.spec.ts,10053
server/src/services/duplicate.service.ts,5364
server/src/services/index.ts,3141
server/src/services/job.service.spec.ts,15098
server/src/services/job.service.ts,11242
server/src/services/library.service.spec.ts,49097
server/src/services/library.service.ts,23053
server/src/services/map.service.spec.ts,2290
server/src/services/map.service.ts,2554
server/src/services/media.service.spec.ts,85571
server/src/services/media.service.ts,18855
server/src/services/memory.service.spec.ts,8800
server/src/services/memory.service.ts,3726
server/src/services/metadata.service.spec.ts,39845
server/src/services/metadata.service.ts,22610
server/src/services/microservices.service.ts,6873
server/src/services/notification.service.ts,8695
server/src/services/partner.service.spec.ts,3065
server/src/services/partner.service.ts,2903
server/src/services/person.service.spec.ts,47828
server/src/services/person.service.ts,24444
server/src/services/search.service.spec.ts,4197
server/src/services/search.service.ts,6791
server/src/services/server-info.service.spec.ts,7642
server/src/services/server-info.service.ts,5174
server/src/services/session.service.spec.ts,3761
server/src/services/session.service.ts,2216
server/src/services/shared-link.service.spec.ts,11931
server/src/services/shared-link.service.ts,8025
server/src/services/smart-info.service.spec.ts,6142
server/src/services/smart-info.service.ts,3906
server/src/services/storage-template.service.spec.ts,23355
server/src/services/storage-template.service.ts,12449
server/src/services/storage.service.spec.ts,1740
server/src/services/storage.service.ts,1140
server/src/services/sync.service.spec.ts,4733
server/src/services/sync.service.ts,3571
server/src/services/system-config.service.spec.ts,12028
server/src/services/system-config.service.ts,4726
server/src/services/system-metadata.service.spec.ts,1310
server/src/services/system-metadata.service.ts,1143
server/src/services/tag.service.spec.ts,7527
server/src/services/tag.service.ts,3463
server/src/services/timeline.service.spec.ts,5645
server/src/services/timeline.service.ts,3436
server/src/services/trash.service.spec.ts,3551
server/src/services/trash.service.ts,2478
server/src/services/user-admin.service.spec.ts,7730
server/src/services/user-admin.service.ts,5467
server/src/services/user.service.spec.ts,11737
server/src/services/user.service.ts,7712
server/src/services/version.service.spec.ts,4636
server/src/services/version.service.ts,4146
server/src/subscribers/audit.subscriber.ts,1427
server/src/utils/asset.util.ts,3411
server/src/utils/bytes.ts,641
server/src/utils/database.ts,4306
server/src/utils/file.ts,2655
server/src/utils/healthcheck.ts,750
server/src/utils/instrumentation.ts,4647
server/src/utils/lifecycle.ts,3294
server/src/utils/logger-colors.ts,794
server/src/utils/media.ts,26659
server/src/utils/mime-types.spec.ts,8790
server/src/utils/mime-types.ts,3955
server/src/utils/misc.spec.ts,1620
server/src/utils/misc.ts,6999
server/src/utils/pagination.ts,1963
server/src/utils/preferences.ts,1691
server/src/utils/request.ts,254
server/src/utils/response.ts,1150
server/src/utils/set.ts,1060
server/src/utils/workers.spec.ts,1827
server/src/utils/workers.ts,641
server/src/workers/api.ts,2494
server/src/workers/microservices.ts,1063
server/test/fixtures/activity.stub.ts,1022
server/test/fixtures/album.stub.ts,5947
server/test/fixtures/api-key.stub.ts,437
server/test/fixtures/asset.stub.ts,27730
server/test/fixtures/audit.stub.ts,828
server/test/fixtures/auth.stub.ts,3084
server/test/fixtures/face.stub.ts,3739
server/test/fixtures/file.stub.ts,908
server/test/fixtures/library.stub.ts,2832
server/test/fixtures/media.stub.ts,4193
server/test/fixtures/memory.stub.ts,807
server/test/fixtures/partner.stub.ts,777
server/test/fixtures/person.stub.ts,3858
server/test/fixtures/session.stub.ts,680
server/test/fixtures/shared-link.stub.ts,9222
server/test/fixtures/system-config.stub.ts,1494
server/test/fixtures/tag.stub.ts,554
server/test/fixtures/user.stub.ts,3454
server/test/repositories/access.repository.mock.ts,2011
server/test/repositories/activity.repository.mock.ts,319
server/test/repositories/album-user.repository.mock.ts,284
server/test/repositories/album.repository.mock.ts,818
server/test/repositories/api-key.repository.mock.ts,352
server/test/repositories/asset-stack.repository.mock.ts,322
server/test/repositories/asset.repository.mock.ts,1561
server/test/repositories/audit.repository.mock.ts,258
server/test/repositories/crypto.repository.mock.ts,857
server/test/repositories/database.repository.mock.ts,784
server/test/repositories/event.repository.mock.ts,326
server/test/repositories/job.repository.mock.ts,688
server/test/repositories/library.repository.mock.ts,453
server/test/repositories/logger.repository.mock.ts,436
server/test/repositories/machine-learning.repository.mock.ts,330
server/test/repositories/map.repository.mock.ts,301
server/test/repositories/media.repository.mock.ts,412
server/test/repositories/memory.repository.mock.ts,470
server/test/repositories/metadata.repository.mock.ts,483
server/test/repositories/metric.repository.mock.ts,795
server/test/repositories/move.repository.mock.ts,301
server/test/repositories/notification.repository.mock.ts,307
server/test/repositories/partner.repository.mock.ts,330
server/test/repositories/person.repository.mock.ts,872
server/test/repositories/search.repository.mock.ts,489
server/test/repositories/session.repository.mock.ts,381
server/test/repositories/shared-link.repository.mock.ts,370
server/test/repositories/storage.repository.mock.ts,1839
server/test/repositories/system-info.repository.mock.ts,256
server/test/repositories/system-metadata.repository.mock.ts,442
server/test/repositories/tag.repository.mock.ts,458
server/test/repositories/user.repository.mock.ts,727
web/src/lib/constants.ts,11923
web/src/lib/i18n.spec.ts,1320
web/src/lib/utils.ts,9669
web/src/params/id.ts,249
web/src/params/photos.ts,140
web/src/routes/+error.svelte,3978
web/src/routes/+layout.svelte,4392
web/src/routes/+layout.ts,908
web/src/routes/+page.svelte,876
web/src/routes/+page.ts,757
web/src/test-data/index.ts,43
web/src/test-data/setup.ts,142
deployment/modules/cloudflare/docs-release/.terraform.lock.hcl,2124
deployment/modules/cloudflare/docs-release/config.tf,179
deployment/modules/cloudflare/docs-release/domain.tf,570
deployment/modules/cloudflare/docs-release/providers.tf,121
deployment/modules/cloudflare/docs-release/remote-state.tf,575
deployment/modules/cloudflare/docs-release/terragrunt.hcl,345
deployment/modules/cloudflare/docs-release/variables.tf,104
deployment/modules/cloudflare/docs/.terraform.lock.hcl,2124
deployment/modules/cloudflare/docs/config.tf,179
deployment/modules/cloudflare/docs/domain.tf,1288
deployment/modules/cloudflare/docs/locals.tf,345
deployment/modules/cloudflare/docs/providers.tf,121
deployment/modules/cloudflare/docs/remote-state.tf,358
deployment/modules/cloudflare/docs/terragrunt.hcl,416
deployment/modules/cloudflare/docs/variables.tf,136
docs/blog/2022/11-10/release-1.36.mdx,4879
docs/blog/2023/06-24/update.mdx,6648
docs/blog/2023/07-29/update.mdx,5709
docs/docs/administration/img/admin-jobs-exif.png,12111
docs/docs/administration/img/admin-jobs-objects.png,19267
docs/docs/administration/img/admin-jobs-template.png,16670
docs/docs/administration/img/admin-jobs-thumbnails.png,14778
docs/docs/administration/img/admin-jobs.png,1108716
docs/docs/administration/img/authentik-redirect-uris-example.webp,56406
docs/docs/administration/img/authentik-redirect.png,36795
docs/docs/administration/img/customize-delete-user.png,25291
docs/docs/administration/img/delete-user.webp,7296
docs/docs/administration/img/disable-password-login.png,5050
docs/docs/administration/img/email-settings.png,222808
docs/docs/administration/img/enable-password-login.png,4840
docs/docs/administration/img/google-redirect-uris-example.webp,10990
docs/docs/administration/img/immediately-remove-user.png,35272
docs/docs/administration/img/immich-email-notefaction.webp,18550
docs/docs/administration/img/list-users.png,36213
docs/docs/administration/img/password-login-settings.png,18917
docs/docs/administration/img/repair-page-1.png,69820
docs/docs/administration/img/repair-page.png,54837
docs/docs/administration/img/reset-admin-password.png,16514
docs/docs/administration/img/send-user-email-notification.webp,2810
docs/docs/administration/img/server-stats.png,61867
docs/docs/administration/img/user-management-update.png,47838
docs/docs/administration/img/user-notifications-settings.png,111584
docs/docs/administration/img/user-quota-size.png,36193
docs/docs/administration/img/user-storage-label.png,36866
docs/docs/developer/img/app-architecture.drawio.xml,16281
docs/docs/developer/img/app-architecture.png,56524
docs/docs/features/img/advanced-search-filters.webp,1988550
docs/docs/features/img/background-app-refresh.png,64517
docs/docs/features/img/background-foreground-backup.png,224976
docs/docs/features/img/facial-recognition-1.png,536794
docs/docs/features/img/facial-recognition-2.png,2734854
docs/docs/features/img/facial-recognition-3.png,1695527
docs/docs/features/img/facial-recognition-4.png,426357
docs/docs/features/img/library-custom-scan-interval.png,31611
docs/docs/features/img/me.png,65026
docs/docs/features/img/moblie-smart-serach.webp,5150416
docs/docs/features/img/my-wife.png,65263
docs/docs/features/img/obtain-api-key.png,44974
docs/docs/features/img/partner-sharing-1.png,44127
docs/docs/features/img/partner-sharing-2.png,33238
docs/docs/features/img/partner-sharing-3.png,241938
docs/docs/features/img/partner-sharing-4.png,31076
docs/docs/features/img/partner-sharing-5.png,28180
docs/docs/features/img/partner-sharing-6.png,1678138
docs/docs/features/img/partner-sharing-7.png,37457
docs/docs/features/img/reverse-geocoding-mobile1.png,193940
docs/docs/features/img/reverse-geocoding-mobile2.png,283207
docs/docs/features/img/search-ex-1.png,2333735
docs/docs/features/img/sidecar-jobs.png,16271
docs/docs/features/img/user-change-password.png,16627
docs/docs/features/img/user-popup.png,16690
docs/docs/features/img/user-profile.png,23422
docs/docs/features/img/xmp-sidecars.png,8680
docs/docs/guides/assets/20231219_183007_add-new-server-option.png,39500
docs/docs/guides/img/add-path-button.png,6727
docs/docs/guides/img/add-path-field.png,27318
docs/docs/guides/img/administration-link.png,12332
docs/docs/guides/img/create-external-library.png,3744
docs/docs/guides/img/edit-import-paths.png,11784
docs/docs/guides/img/email-settings.png,222808
docs/docs/guides/img/external-libraries.png,11546
docs/docs/guides/img/google-app-password.webp,17486
docs/docs/guides/img/immich_map_styles_publish.png,2495995
docs/docs/guides/img/job-status.png,101989
docs/docs/guides/img/jobs-tab.png,12579
docs/docs/guides/img/libraries-dropdown.png,6884
docs/docs/guides/img/library-owner.png,14072
docs/docs/guides/img/path-save.png,9753
docs/docs/guides/img/pgadmin-add-new-server.png,69674
docs/docs/guides/img/scan-new-library-files.png,29552
docs/docs/guides/img/user-avatar.png,10884
docs/docs/install/img/dot-env.png,216105
docs/docs/install/img/env-1.png,33503
docs/docs/install/img/env-2.png,206444
docs/docs/install/img/truenas01.png,8902
docs/docs/install/img/truenas02.png,87664
docs/docs/install/img/truenas03.png,20023
docs/docs/install/img/truenas04.png,80737
docs/docs/install/img/truenas05.png,6147
docs/docs/install/img/truenas06.png,4120
docs/docs/install/img/truenas07.png,19859
docs/docs/install/img/truenas08.png,6379
docs/docs/install/img/truenas09.png,10168
docs/docs/install/img/unraid01.webp,31350
docs/docs/install/img/unraid02.png,8042
docs/docs/install/img/unraid03.png,22297
docs/docs/install/img/unraid04.png,910
docs/docs/install/img/unraid05.webp,18640
docs/docs/install/img/unraid06.webp,47992
docs/docs/install/img/unraid07.webp,73656
docs/docs/install/img/unraid08.webp,40006
docs/docs/install/img/unraid09.png,14350
docs/docs/install/img/unraid10.png,48821
docs/docs/install/img/unraid11.png,63992
docs/docs/install/img/unraid12.png,22150
docs/docs/overview/img/alex-picture.jpeg,20900
docs/docs/overview/img/appicon.png,117789
docs/docs/overview/img/feature-panel.png,776346
docs/docs/overview/img/upload-button.png,2607
docs/docs/partials/img/admin-registration-form.png,36946
docs/docs/partials/img/album-selection.png,163984
docs/docs/partials/img/backup-header.png,140034
docs/docs/partials/img/create-new-user-dialog.png,34280
docs/docs/partials/img/create-new-user.png,36388
docs/docs/partials/img/enable-storage-template.png,33579
docs/docs/partials/img/sign-in-phone.jpeg,413769
docs/docs/partials/img/storage-template.png,83389
docs/src/theme/NavbarItem/ComponentTypes.js,228
e2e/src/api/specs/activity.e2e-spec.ts,14360
e2e/src/api/specs/album.e2e-spec.ts,24652
e2e/src/api/specs/asset.e2e-spec.ts,41212
e2e/src/api/specs/audit.e2e-spec.ts,1368
e2e/src/api/specs/auth.e2e-spec.ts,6960
e2e/src/api/specs/download.e2e-spec.ts,2617
e2e/src/api/specs/library.e2e-spec.ts,26592
e2e/src/api/specs/map.e2e-spec.ts,5781
e2e/src/api/specs/memory.e2e-spec.ts,12963
e2e/src/api/specs/oauth.e2e-spec.ts,674
e2e/src/api/specs/partner.e2e-spec.ts,4527
e2e/src/api/specs/person.e2e-spec.ts,8297
e2e/src/api/specs/search.e2e-spec.ts,18704
e2e/src/api/specs/server-info.e2e-spec.ts,5210
e2e/src/api/specs/session.e2e-spec.ts,2887
e2e/src/api/specs/shared-link.e2e-spec.ts,15500
e2e/src/api/specs/system-config.e2e-spec.ts,2121
e2e/src/api/specs/system-metadata.e2e-spec.ts,2779
e2e/src/api/specs/timeline.e2e-spec.ts,7308
e2e/src/api/specs/trash.e2e-spec.ts,3647
e2e/src/api/specs/user-admin.e2e-spec.ts,12058
e2e/src/api/specs/user.e2e-spec.ts,6950
e2e/src/cli/specs/login.e2e-spec.ts,2228
e2e/src/cli/specs/server-info.e2e-spec.ts,894
e2e/src/cli/specs/upload.e2e-spec.ts,16543
e2e/src/cli/specs/version.e2e-spec.ts,805
e2e/src/immich-admin/specs/immich-admin.e2e-spec.ts,598
e2e/src/web/specs/auth.e2e-spec.ts,3106
e2e/src/web/specs/photo-viewer.e2e-spec.ts,2345
e2e/src/web/specs/shared-link.e2e-spec.ts,2186
machine-learning/app/models/clip/textual.py,3570
machine-learning/app/models/clip/visual.py,2620
machine-learning/app/models/facial_recognition/detection.py,1618
machine-learning/app/models/facial_recognition/recognition.py,3310
mobile/android/gradle/wrapper/gradle-wrapper.properties,317
mobile/android/metadata/en-US/full_description.txt,169
mobile/android/metadata/en-US/short_description.txt,76
mobile/android/metadata/en-US/title.txt,6
mobile/android/metadata/en-US/video.txt,0
mobile/ios/Runner.xcodeproj/project.xcworkspace/contents.xcworkspacedata,135
mobile/ios/Runner.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist,238
mobile/ios/Runner.xcworkspace/xcshareddata/WorkspaceSettings.xcsettings,226
mobile/ios/Runner/Assets.xcassets/Contents.json,63
mobile/ios/Runner/BackgroundSync/BackgroundServicePlugin.swift,17399
mobile/ios/Runner/BackgroundSync/BackgroundSyncWorker.swift,10551
mobile/ios/Runner/Base.lproj/LaunchScreen.storyboard,3487
mobile/ios/Runner/Base.lproj/Main.storyboard,1605
mobile/lib/models/activities/activity.model.dart,1855
mobile/lib/models/albums/album_add_asset_response.model.dart,1347
mobile/lib/models/albums/album_viewer_page_state.model.dart,1460
mobile/lib/models/albums/asset_selection_page_result.model.dart,568
mobile/lib/models/asset_viewer/asset_viewer_page_state.model.dart,1422
mobile/lib/models/authentication/authentication_state.model.dart,2255
mobile/lib/models/backup/available_album.model.dart,1030
