File path,Size,Commits
web/src/lib/components/forms/library-scan-settings-form.svelte,175,12
web/src/lib/components/forms/library-user-picker-form.svelte,54,9
web/src/lib/components/user-settings-page/app-settings.svelte,18,9
web/src/lib/components/user-settings-page/change-password-settings.svelte,78,14
web/src/lib/components/user-settings-page/notifications-settings.svelte,75,3
web/src/lib/components/user-settings-page/oauth-settings.svelte,86,14
web/src/lib/components/user-settings-page/partner-settings.svelte,98,25
web/src/lib/components/user-settings-page/user-api-key-list.svelte,180,22
web/src/lib/utils.ts,33,28
web/src/routes/(user)/user-settings/+page.ts,19,5
web/src/routes/admin/jobs-status/+page.svelte,11,18
web/src/routes/admin/jobs-status/+page.ts,17,4
web/src/routes/admin/library-management/+page.svelte,450,15
web/src/routes/admin/library-management/+page.ts,16,3
web/src/routes/admin/repair/+page.svelte,336,15
web/src/routes/admin/repair/+page.ts,19,4
web/src/routes/admin/server-status/+page.ts,16,4
web/src/routes/admin/system-settings/+page.svelte,2,42
web/src/routes/admin/system-settings/+page.ts,16,4
web/src/routes/admin/user-management/+page.svelte,232,46
web/src/routes/admin/user-management/+page.ts,16,6
server/src/repositories/metadata.repository.ts,6,9
server/src/repositories/media.repository.ts,2,9
server/src/utils/media.ts,0,20
docker/docker-compose.dev.yml,87,87
docker/docker-compose.prod.yml,114,53
docker/docker-compose.yml,41,97
mobile/lib/providers/asset_viewer/video_player_controller_provider.dart,0,3
mobile/lib/providers/asset_viewer/video_player_controller_provider.g.dart,0,2
mobile/lib/providers/map/map_state.provider.g.dart,0,2
web/src/lib/components/asset-viewer/asset-viewer.svelte,234,153
web/src/lib/components/photos-page/asset-date-group.svelte,157,55
web/src/lib/components/shared-components/gallery-viewer/gallery-viewer.svelte,118,32
machine-learning/poetry.lock,2444,59
web/src/lib/utils/asset-utils.ts,21,63
server/src/workers/api.ts,68,7
.github/workflows/cli.yml,90,9
misc/release/pump-version.sh,31,17
web/.prettierrc,7,10
web/src/lib/i18n/lt.json,781,4
web/static/manifest.json,35,4
web/tsconfig.json,20,14
misc/release/archive-version.js,17,3
mobile/lib/widgets/forms/login/login_form.dart,279,2
docs/docusaurus.config.js,0,33
docs/src/components/version-switcher.tsx,59,1
docs/src/theme/NavbarItem/ComponentTypes.js,7,1
web/src/lib/constants.ts,1,52
web/src/lib/i18n.spec.ts,36,3
docs/docs/administration/system-settings.md,173,4
docs/src/pages/roadmap.tsx,839,4
docs/docs/install/environment-variables.md,186,40
mobile/lib/pages/login/login.page.dart,0,3
mobile/lib/utils/version_compatibility.dart,17,1
mobile/lib/widgets/forms/login/email_input.dart,49,1
mobile/lib/widgets/forms/login/loading_icon.dart,21,1
mobile/lib/widgets/forms/login/login_button.dart,27,1
mobile/lib/widgets/forms/login/o_auth_login_button.dart,34,1
mobile/lib/widgets/forms/login/password_input.dart,49,1
mobile/lib/widgets/forms/login/server_endpoint_input.dart,54,1
mobile/test/modules/utils/version_compatibility_test.dart,35,1
e2e/src/api/specs/library.e2e-spec.ts,456,9
server/src/interfaces/job.interface.ts,0,10
server/src/services/asset.service.spec.ts,2,19
server/src/services/library.service.spec.ts,2,16
server/src/services/metadata.service.spec.ts,2,15
server/src/services/trash.service.spec.ts,2,6
server/src/services/trash.service.ts,0,5
.github/workflows/pr-require-label.yml,13,3
docker/prometheus.yml,12,2
server/src/config.ts,35,19
server/src/services/microservices.service.ts,0,9
server/src/utils/instrumentation.ts,2,5
server/src/workers/microservices.ts,32,5
.github/workflows/docker.yml,90,47
web/.prettierignore,13,6
web/src/lib/assets/immich-logo.json,1,2
docs/docs/administration/email-notification.mdx,23,1
docs/docs/administration/img/email-settings.png,0,1
docs/docs/administration/img/immich-email-notefaction.webp,0,1
docs/docs/administration/img/send-user-email-notification.webp,0,1
docs/docs/administration/img/user-notifications-settings.png,0,1
docs/docs/administration/user-management.mdx,0,4
docs/docs/guides/img/email-settings.png,0,1
docs/docs/guides/img/google-app-password.webp,0,1
docs/docs/guides/smtp-gmail.md,20,1
web/src/lib/components/asset-viewer/delete-button.svelte,27,2
web/src/lib/components/photos-page/actions/delete-assets.svelte,45,21
mobile/lib/services/asset.service.dart,8,4
mobile/openapi/lib/model/asset_full_sync_dto.dart,158,3
server/src/dtos/asset-response.dto.ts,24,12
server/src/dtos/sync.dto.ts,38,3
server/src/entities/asset-stack.entity.ts,2,2
server/src/queries/asset.repository.sql,0,19
server/src/services/sync.service.ts,77,4
Makefile,5,39
.github/labeler.yml,23,1
.github/workflows/pr-labeler.yml,12,1
web/src/lib/utils/navigation.ts,3,7
web/src/lib/components/asset-viewer/asset-viewer-nav-bar.spec.ts,41,1
web/src/lib/components/asset-viewer/delete-button.spec.ts,34,1
web/src/test-data/factories/user-factory.ts,18,13
mobile/assets/i18n/ar-JO.json,513,5
mobile/assets/i18n/cs-CZ.json,4,28
mobile/assets/i18n/da-DK.json,106,33
mobile/assets/i18n/de-DE.json,98,42
mobile/assets/i18n/el-GR.json,513,5
mobile/assets/i18n/en-US.json,98,149
mobile/assets/i18n/es-ES.json,106,33
mobile/assets/i18n/es-MX.json,293,20
mobile/assets/i18n/es-PE.json,293,20
mobile/assets/i18n/es-US.json,388,9
mobile/assets/i18n/fi-FI.json,106,31
mobile/assets/i18n/fr-CA.json,384,7
mobile/assets/i18n/fr-FR.json,106,38
mobile/assets/i18n/he-IL.json,513,5
mobile/assets/i18n/hi-IN.json,293,20
mobile/assets/i18n/hu-HU.json,293,20
mobile/assets/i18n/it-IT.json,106,35
mobile/assets/i18n/ja-JP.json,106,28
mobile/assets/i18n/ko-KR.json,153,26
mobile/assets/i18n/lt-LT.json,513,5
mobile/assets/i18n/lv-LV.json,293,21
mobile/assets/i18n/mn.json,293,20
mobile/assets/i18n/nb-NO.json,0,24
mobile/assets/i18n/nl-NL.json,153,32
mobile/assets/i18n/pl-PL.json,106,29
mobile/assets/i18n/pt-PT.json,194,12
mobile/assets/i18n/ro-RO.json,513,5
mobile/assets/i18n/ru-RU.json,194,29
mobile/assets/i18n/sk-SK.json,194,29
mobile/assets/i18n/sl-SI.json,479,6
mobile/assets/i18n/sr-Cyrl.json,293,20
mobile/assets/i18n/sr-Latn.json,293,19
mobile/assets/i18n/sv-FI.json,293,20
mobile/assets/i18n/sv-SE.json,206,28
mobile/assets/i18n/th-TH.json,293,22
mobile/assets/i18n/uk-UA.json,293,20
mobile/assets/i18n/vi-VN.json,293,19
mobile/assets/i18n/zh-CN.json,194,27
mobile/assets/i18n/zh-Hans.json,293,20
mobile/assets/i18n/zh-TW.json,518,4
server/src/interfaces/machine-learning.interface.ts,0,3
server/src/repositories/machine-learning.repository.ts,0,7
mobile/lib/utils/image_url_builder.dart,16,19
README.md,33,149
readme_i18n/README_ar_JO.md,129,4
readme_i18n/README_ca_ES.md,2,7
readme_i18n/README_de_DE.md,2,7
readme_i18n/README_es_ES.md,2,7
readme_i18n/README_fr_FR.md,2,8
readme_i18n/README_it_IT.md,2,7
readme_i18n/README_ja_JP.md,2,7
readme_i18n/README_ko_KR.md,2,7
readme_i18n/README_nl_NL.md,2,8
readme_i18n/README_pt_BR.md,131,5
readme_i18n/README_ru_RU.md,0,8
readme_i18n/README_sv_SE.md,129,2
readme_i18n/README_tr_TR.md,2,7
web/src/lib/components/shared-components/drag-and-drop-upload-overlay.svelte,25,15
web/src/lib/components/admin-page/jobs/storage-migration-description.svelte,10,7
server/src/queries/user.repository.sql,0,6
server/src/repositories/user.repository.ts,4,9
server/src/services/media.service.spec.ts,2,26
web/src/lib/i18n/es_ES@new.json,781,2
e2e/src/web/specs/photo-viewer.e2e-spec.ts,57,1
web/src/lib/actions/zoom-image.ts,31,1
web/src/lib/components/asset-viewer/photo-viewer.spec.ts,83,3
web/src/lib/stores/zoom-image.store.ts,4,3
web/src/lib/stores/preferences.store.ts,21,27
web/src/routes/+layout.ts,25,7
docs/static/img/ios-app-store-badge.png,0,3
mobile/openapi/lib/api.dart,82,132
mobile/openapi/lib/api/notifications_api.dart,57,1
server/src/controllers/index.ts,50,13
server/src/controllers/notification.controller.ts,19,1
server/src/dtos/system-config.dto.ts,32,10
server/src/emails/test.email.tsx,134,1
server/src/interfaces/notification.interface.ts,44,3
server/src/repositories/notification.repository.ts,72,4
web/src/lib/components/admin-page/settings/notification-settings/notification-settings.svelte,109,4
web/src/lib/components/album-page/__tests__/album-card.spec.ts,144,25
web/src/lib/components/album-page/album-description.spec.ts,18,3
web/src/lib/components/shared-components/notification/__tests__/notification-card.spec.ts,39,8
web/src/lib/components/shared-components/notification/__tests__/notification-list.spec.ts,44,8
web/src/test-data/setup.ts,1,2
web/src/lib/components/user-settings-page/user-settings-list.svelte,27,37
web/src/lib/components/admin-page/settings/library-settings/library-settings.svelte,145,14
web/src/lib/components/album-page/albums-list.svelte,282,14
web/src/lib/components/onboarding-page/onboarding-storage-template.svelte,37,9
web/src/lib/components/photos-page/actions/stack-action.svelte,57,10
web/src/lib/components/slideshow-settings.svelte,37,12
machine-learning/app/config.py,22,21
machine-learning/app/main.py,84,24
machine-learning/app/models/__init__.py,3,8
machine-learning/app/models/base.py,52,28
machine-learning/app/models/cache.py,26,10
machine-learning/app/models/clip.py,37,22
machine-learning/app/models/clip/textual.py,98,1
machine-learning/app/models/clip/visual.py,69,1
machine-learning/app/models/constants.py,57,7
machine-learning/app/models/facial_recognition.py,59,16
machine-learning/app/models/facial_recognition/detection.py,48,1
machine-learning/app/models/facial_recognition/recognition.py,77,1
machine-learning/app/models/session.py,0,1
machine-learning/app/models/transforms.py,35,4
machine-learning/app/schemas.py,64,15
machine-learning/app/test_main.py,183,19
machine-learning/locustfile.py,52,5
machine-learning/responses.json,1570,3
mobile/openapi/lib/api_client.dart,327,123
mobile/openapi/lib/api_helper.dart,110,42
mobile/openapi/lib/model/clip_config.dart,140,4
mobile/openapi/lib/model/clip_mode.dart,85,4
mobile/openapi/lib/model/model_type.dart,88,5
mobile/openapi/lib/model/system_config_machine_learning_dto.dart,130,7
server/src/interfaces/search.interface.ts,0,8
server/src/services/smart-info.service.spec.ts,2,10
web/src/lib/components/photos-page/asset-grid.svelte,119,79
server/src/middleware/error.interceptor.ts,0,5
server/src/middleware/http-exception.filter.ts,37,2
server/src/utils/file.ts,25,4
e2e/docker-compose.yml,5,16
server/src/main.ts,11,25
e2e/src/responses.ts,103,6
server/src/app.module.ts,49,21
server/src/dtos/auth.dto.ts,0,6
server/src/middleware/logging.interceptor.ts,28,2
server/src/repositories/logger.repository.ts,27,6
server/src/middleware/asset-upload.interceptor.ts,25,3
web/src/lib/i18n/en-US.json,780,2
.dockerignore,20,7
server/src/services/system-config.service.spec.ts,2,18
server/start.sh,5,10
mobile/openapi/lib/model/asset_response_dto.dart,265,50
web/src/lib/components/asset-viewer/detail-panel.svelte,164,114
web/src/lib/components/faces-page/assign-face-side-panel.svelte,246,16
web/src/lib/utils/people-utils.ts,71,2
cli/Dockerfile,19,22
web/src/lib/components/admin-page/restore-dialogue.svelte,3,5
web/src/lib/components/admin-page/settings/auth/auth-settings.svelte,242,4
web/src/lib/components/admin-page/settings/image/image-settings.svelte,28,8
web/src/lib/components/admin-page/settings/logging-settings/logging-settings.svelte,110,10
web/src/lib/components/admin-page/settings/machine-learning-settings/machine-learning-settings.svelte,104,23
web/src/lib/components/admin-page/settings/map-settings/map-settings.svelte,98,16
web/src/lib/components/admin-page/settings/new-version-check-settings/new-version-check-settings.svelte,92,13
web/src/lib/components/admin-page/settings/server/server-settings.svelte,107,7
web/src/lib/components/admin-page/settings/storage-template/supported-datetime-panel.svelte,0,9
web/src/lib/components/admin-page/settings/storage-template/supported-variables-panel.svelte,0,6
web/src/lib/components/admin-page/settings/theme/theme-settings.svelte,98,8
web/src/lib/components/admin-page/settings/trash-settings/trash-settings.svelte,107,12
web/src/lib/components/admin-page/settings/user-settings/user-settings.svelte,45,3
web/src/lib/components/album-page/album-card.svelte,0,59
web/src/lib/components/album-page/album-cover.svelte,36,3
web/src/lib/components/album-page/album-description.svelte,45,7
web/src/lib/components/album-page/album-options.svelte,76,14
web/src/lib/components/album-page/album-title.svelte,42,4
web/src/lib/components/album-page/album-viewer.svelte,12,95
web/src/lib/components/album-page/albums-controls.svelte,68,6
web/src/lib/components/album-page/albums-table-row.svelte,64,2
web/src/lib/components/album-page/share-info-modal.svelte,98,35
web/src/lib/components/album-page/thumbnail-selection.svelte,54,16
web/src/lib/components/album-page/user-selection-modal.svelte,117,39
web/src/lib/components/asset-viewer/activity-status.svelte,33,7
web/src/lib/components/asset-viewer/activity-viewer.svelte,289,28
web/src/lib/components/asset-viewer/detail-panel-description.svelte,62,3
web/src/lib/components/asset-viewer/detail-panel-location.svelte,87,2
web/src/lib/components/asset-viewer/download-panel.svelte,26,11
web/src/lib/components/asset-viewer/slideshow-bar.svelte,78,6
web/src/lib/components/asset-viewer/video-native-viewer.svelte,0,6
web/src/lib/components/elements/search-bar.svelte,9,8
web/src/lib/components/faces-page/edit-name-input.svelte,42,13
web/src/lib/components/faces-page/people-card.svelte,64,24
web/src/lib/components/faces-page/people-list.svelte,106,10
web/src/lib/components/faces-page/people-search.svelte,100,3
web/src/lib/components/faces-page/set-birth-date-modal.svelte,43,9
web/src/lib/components/forms/api-key-form.svelte,57,16
web/src/lib/components/forms/api-key-secret.svelte,69,16
web/src/lib/components/forms/change-password-form.svelte,97,23
web/src/lib/components/forms/edit-album-form.svelte,59,10
web/src/lib/components/forms/library-rename-form.svelte,27,4
web/src/lib/components/forms/login-form.svelte,73,39
web/src/lib/components/map-page/map-settings-modal.svelte,40,18
web/src/lib/components/memory-page/memory-viewer.svelte,354,39
web/src/lib/components/onboarding-page/onboarding-hello.svelte,28,3
web/src/lib/components/onboarding-page/onboarding-theme.svelte,60,6
web/src/lib/components/photos-page/actions/add-to-album.svelte,0,17
web/src/lib/components/photos-page/actions/asset-job-actions.svelte,37,7
web/src/lib/components/photos-page/actions/change-date-action.svelte,39,5
web/src/lib/components/photos-page/actions/change-location-action.svelte,42,5
web/src/lib/components/photos-page/actions/create-shared-link.svelte,23,11
web/src/lib/components/photos-page/actions/download-action.svelte,8,9
web/src/lib/components/photos-page/actions/remove-from-album.svelte,35,17
web/src/lib/components/photos-page/actions/remove-from-shared-link.svelte,34,14
web/src/lib/components/photos-page/actions/restore-assets.svelte,43,7
web/src/lib/components/photos-page/actions/select-all-assets.svelte,41,14
web/src/lib/components/photos-page/delete-asset-dialog.svelte,57,8
web/src/lib/components/share-page/individual-shared-viewer.svelte,150,40
web/src/lib/components/shared-components/album-selection-modal.svelte,4,26
web/src/lib/components/shared-components/change-date.svelte,128,16
web/src/lib/components/shared-components/change-location.svelte,60,18
web/src/lib/components/shared-components/combobox.svelte,83,16
web/src/lib/components/shared-components/control-app-bar.svelte,0,22
web/src/lib/components/shared-components/create-share-link-modal/create-shared-link-modal.svelte,243,40
web/src/lib/components/shared-components/dialog/confirm-dialog.svelte,12,3
web/src/lib/components/shared-components/immich-logo.svelte,7,6
web/src/lib/components/shared-components/map/map.svelte,146,25
web/src/lib/components/shared-components/modal-header.svelte,40,3
web/src/lib/components/shared-components/navigation-bar/avatar-selector.svelte,39,10
web/src/lib/components/shared-components/notification/notification-card.svelte,70,22
web/src/lib/components/shared-components/password-field.svelte,50,2
web/src/lib/components/shared-components/profile-image-cropper.svelte,85,15
web/src/lib/components/shared-components/search-bar/search-bar.svelte,59,37
web/src/lib/components/shared-components/search-bar/search-camera-section.svelte,63,5
web/src/lib/components/shared-components/search-bar/search-date-section.svelte,37,3
web/src/lib/components/shared-components/search-bar/search-display-section.svelte,32,3
web/src/lib/components/shared-components/search-bar/search-filter-box.svelte,198,19
web/src/lib/components/shared-components/search-bar/search-history-box.svelte,62,3
web/src/lib/components/shared-components/search-bar/search-location-section.svelte,96,5
web/src/lib/components/shared-components/search-bar/search-media-section.svelte,47,3
web/src/lib/components/shared-components/search-bar/search-people-section.svelte,95,8
web/src/lib/components/shared-components/search-bar/search-text-section.svelte,57,3
web/src/lib/components/shared-components/settings/setting-buttons-row.svelte,0,4
web/src/lib/components/shared-components/show-shortcuts.svelte,79,13
web/src/lib/components/shared-components/side-bar/admin-side-bar.svelte,33,7
web/src/lib/components/shared-components/side-bar/side-bar.svelte,32,53
web/src/lib/components/shared-components/theme-button.svelte,77,11
web/src/lib/components/shared-components/upload-asset-preview.svelte,69,20
web/src/lib/components/shared-components/upload-panel.svelte,0,27
web/src/lib/components/shared-components/version-announcement-box.svelte,82,17
web/src/lib/components/sharedlinks-page/shared-link-card.svelte,142,31
web/src/lib/components/user-settings-page/device-card.svelte,72,16
web/src/lib/components/user-settings-page/device-list.svelte,71,15
web/src/lib/components/user-settings-page/memories-settings.svelte,49,10
web/src/lib/components/user-settings-page/partner-selection-modal.svelte,85,22
web/src/lib/components/user-settings-page/user-profile-settings.svelte,81,18
web/src/lib/components/utilities-page/utilities-menu.svelte,18,3
web/src/routes/(user)/albums/+page.svelte,0,48
web/src/routes/(user)/archive/[[photos=photos]]/[[assetId=id]]/+page.svelte,0,2
web/src/routes/(user)/favorites/[[photos=photos]]/[[assetId=id]]/+page.svelte,0,2
web/src/routes/(user)/partners/[userId]/[[photos=photos]]/[[assetId=id]]/+page.svelte,0,2
web/src/routes/(user)/photos/[[assetId=id]]/+page.svelte,0,4
web/src/routes/(user)/search/[[photos=photos]]/[[assetId=id]]/+page.svelte,6,4
web/src/routes/(user)/share/[key]/[[photos=photos]]/[[assetId=id]]/+page.svelte,0,3
web/src/routes/(user)/sharing/+page.svelte,0,32
web/src/routes/(user)/user-settings/+page.svelte,0,12
web/src/routes/+error.svelte,29,17
web/src/routes/+layout.svelte,16,47
web/src/routes/+page.svelte,29,14
.github/workflows/docker-cleanup.yml,77,10
cli/.nvmrc,1,3
docs/.nvmrc,1,3
docs/package.json,0,20
e2e/.nvmrc,1,3
server/.nvmrc,1,3
web/.nvmrc,1,3
machine-learning/export/Dockerfile,21,22
e2e/src/api/specs/user-admin.e2e-spec.ts,317,3
mobile/openapi/lib/model/email_notifications_response.dart,114,1
mobile/openapi/lib/model/email_notifications_update.dart,141,1
mobile/openapi/lib/model/user_preferences_response_dto.dart,106,2
mobile/openapi/lib/model/user_preferences_update_dto.dart,124,2
server/src/dtos/user-preferences.dto.ts,47,2
server/src/entities/user-metadata.entity.ts,63,2
docs/docs/administration/img/authentik-redirect-uris-example.webp,0,1
docs/docs/administration/img/google-redirect-uris-example.webp,0,1
docs/docs/administration/img/immich-google-example.webp,0,2
docs/docs/administration/img/oauth-settings.png,0,2
docs/docs/administration/oauth.md,0,8
docs/src/css/custom.css,0,9
deployment/modules/cloudflare/docs-release/.terraform.lock.hcl,25,2
deployment/modules/cloudflare/docs-release/config.tf,11,2
deployment/modules/cloudflare/docs/.terraform.lock.hcl,25,2
deployment/modules/cloudflare/docs/config.tf,11,2
web/src/lib/components/shared-components/full-screen-modal.svelte,0,23
web/src/lib/components/shared-components/settings/setting-switch.svelte,1,6
web/src/lib/stores/unique-id.store.spec.ts,14,2
web/src/lib/stores/unique-id.store.ts,16,2
web/src/lib/utils/generate-id.ts,2,1
web/src/lib/actions/click-outside.ts,2,2
web/src/lib/components/elements/dropdown.svelte,62,18
web/src/lib/components/photos-page/asset-select-context-menu.svelte,35,9
web/src/lib/components/shared-components/context-menu/context-menu.svelte,33,18
web/src/lib/components/shared-components/context-menu/right-click-context-menu.svelte,64,2
web/src/lib/components/shared-components/settings/setting-combobox.svelte,42,3
web/src/lib/components/shared-components/autogrow-textarea.spec.ts,60,1
web/src/lib/components/shared-components/autogrow-textarea.svelte,39,1
docs/src/components/timeline.tsx,86,5
cli/src/commands/asset.ts,48,8
docs/docs/guides/python-file-upload.md,42,2
e2e/src/api/specs/activity.e2e-spec.ts,293,8
e2e/src/api/specs/album.e2e-spec.ts,461,16
e2e/src/api/specs/download.e2e-spec.ts,62,7
e2e/src/api/specs/map.e2e-spec.ts,162,2
e2e/src/api/specs/memory.e2e-spec.ts,376,2
e2e/src/api/specs/search.e2e-spec.ts,224,9
e2e/src/api/specs/shared-link.e2e-spec.ts,320,11
e2e/src/api/specs/timeline.e2e-spec.ts,193,3
e2e/src/web/specs/asset-viewer/detail-panel.e2e-spec.ts,46,3
e2e/src/web/specs/asset-viewer/navbar.e2e-spec.ts,52,2
e2e/src/web/specs/shared-link.e2e-spec.ts,58,7
mobile/lib/pages/common/gallery_viewer.page.dart,2,5
mobile/lib/providers/image/immich_remote_image_provider.dart,6,2
mobile/lib/providers/image/immich_remote_thumbnail_provider.dart,4,2
mobile/lib/services/backup.service.dart,10,3
mobile/lib/services/backup_verification.service.dart,4,3
mobile/lib/services/image_viewer.service.dart,4,2
mobile/lib/services/share.service.dart,2,2
mobile/lib/utils/hooks/chewiew_controller_hook.dart,0,3
mobile/lib/widgets/album/album_thumbnail_listtile.dart,0,2
mobile/lib/widgets/search/curated_places_row.dart,6,2
mobile/lib/widgets/search/curated_row.dart,2,2
mobile/lib/widgets/search/explore_grid.dart,2,2
mobile/openapi/lib/api/assets_api.dart,4,2
mobile/openapi/lib/api/download_api.dart,184,3
mobile/openapi/lib/model/asset_file_upload_response_dto.dart,111,12
mobile/openapi/lib/model/asset_media_size.dart,48,1
mobile/openapi/lib/model/asset_media_status.dart,85,2
mobile/pubspec.lock,845,103
open-api/typescript-sdk/src/index.ts,0,5
server/src/controllers/asset-media.controller.ts,56,4
server/src/controllers/asset-v1.controller.ts,52,9
